87,4677
27,2923
30,3675
52,3963
60,4653
28,2766
73,5675
64,4658
55,4153
39,3089
31,3083
70,5049
27,3019
60,5433
64,4342
95,5032
43,3292
71,5306
63,4977
79,4773
34,3964
21,2759
36,3979
55,4429
80,5849
76,4572
52,4697
79,4893
24,2610
43,4194
53,4122
66,4810
25,3630
46,4983
55,4909
42,3578
67,5367
54,4319
36,4323
61,5152
29,3009
60,4149
46,3954
43,3906
69,5263
24,1963
88,5260
56,3969
63,4750
22,2125
31,2960
29,3390
30,2201
46,4662
32,3463
59,3715
40,3855
58,4197
50,4097
65,4635
39,4101
55,4498
37,4070
81,5131
74,4689
23,3040
76,4948
75,5868
24,2427
26,2888
75,4234
41,4098
33,3519
48,3991
75,5177
20,2251
58,4591
73,5456
23,2695
33,3596
62,5104
49,4492
43,4374
57,4526
45,3926
46,3254
61,5345
74,3968
27,3280
77,4349
86,4993
29,3469
56,4609
55,4654
50,3954
52,4454
20,1877
57,4713
51,4261
68,4919
23,2554
46,3865
36,3275
32,2798
27,2550
34,3968
58,4738
59,4813
47,4257
75,4988
33,3684
78,4690
76,4929
35,3601
76,4794
53,3712
43,4631
18,2163
70,4426
28,2642
89,5489
72,5233
59,4363
37,4008
55,4162
53,4431
22,3677
49,4212
73,4799
90,4942
18,2154
65,4997
58,4616
69,5140
21,3403
82,5012
50,4286
51,4716
42,4292
46,4289
72,5800
39,3997
31,3539
51,3973
18,2993
62,5357
33,3770
77,5620
31,3961
59,4467
27,2927
20,1967
40,4014
58,3654
74,5609
36,3664
26,3856
26,2612
63,4483
81,4736
53,4105
53,3784
51,4218
63,4748
49,4561
75,4969
35,3529
27,2346
53,4438
42,4466
63,5446
37,3882
19,2453
28,3121
64,5158
30,3729
37,3351
32,3297
22,2547
42,3714
59,4650
47,4256
78,5031
68,4900
46,3454
47,4378
61,4635
32,3360
51,5025
66,5281
61,5411
36,3835
25,2723
69,4413
79,5111
59,4697
59,4097
23,2199
80,4985
69,5198
39,3217
72,5601
27,2517
26,3029
51,4486
59,4204
60,5417
88,5341
51,3837
34,2941
78,4904
36,3598
52,4530
69,4641
24,2234
44,4129
28,3325
52,3569
18,2169
49,4850
44,3599
50,3492
80,5092
32,3046
85,4763
73,4657
19,2321
53,3749
24,2381
50,4207
25,3913
27,2695
58,4610
59,4726
19,1969
52,4666
20,2064
52,4280
39,3774
49,3666
52,4140
23,2567
70,5687
69,4193
48,3886
19,2167
65,4876
25,3702
39,3853
62,5080
63,4970
33,3062
61,4970
52,4014
41,4363
25,3111
32,4302
38,4463
25,3007
46,4298
69,5474
52,3976
57,4526
53,4311
59,4474
48,4189
85,5137
49,3973
77,5135
68,5549
78,4729
26,2677
66,5190
22,2425
27,2739
65,4494
38,3974
63,4809
43,4291
18,2178
44,3589
57,4877
65,5013
54,4224
41,4142
58,4733
55,4470
90,4629
72,4666
31,3819
42,5123
54,4278
49,4226
73,4968
74,4684
88,4804
72,5367
29,2827
19,2572
59,4402
80,4528
33,3863
78,5527
60,5488
51,4541
53,4824
31,3526
48,3888
58,4595
38,3202
75,4219
54,5128
45,4425
40,3960
35,4030
25,3077
25,3042
60,5293
34,3947
54,4584
68,4635
64,5539
55,5117
47,4571
24,2926
42,4006
60,5555
65,5417
55,3952
18,2224
29,3109
31,3529
34,3182
89,5403
21,2364
51,4623
41,3478
82,5773
57,4760
19,2028
57,5012
36,3405
32,3087
23,1741
30,3956
44,4495
78,5245
59,4425
69,4528
27,2787
24,2098
51,4527
62,5325
18,2639
71,5426
46,3870
65,5121
49,4249
48,3678
48,4070
41,4085
35,4177
75,4535
62,4967
24,3036
52,4506
29,3532
59,4792
35,3371
33,2302
59,4523
53,4905
64,4689
66,4962
81,5308
30,2615
82,4165
52,4516
58,4846
77,5270
42,3387
21,1663
66,5656
41,3780
83,4488
46,3873
59,4815
57,4622
25,2660
41,4052
80,5308
28,2207
22,2724
80,4860
68,4269
45,4568
66,5022
64,4838
60,4704
25,2822
34,3578
76,5332
43,4044
30,3084
50,4536
31,3826
30,3545
60,5116
54,4181
41,3646
36,4029
45,4235
18,2343
55,4171
21,3243
64,4900
26,3566
59,5298
45,4152
44,4202
90,5514
38,3587
53,3423
61,5289
18,2164
38,4276
57,4481
69,4774
40,3741
53,4547
19,1704
33,3356
24,2825
82,5428
33,3646
72,4993
22,2377
49,3929
37,3164
28,2978
46,3938
77,5112
57,4920
57,4600
59,4432
63,5512
42,4009
18,2636
59,4612
61,4823
78,5209
81,5556
20,2998
54,4739
23,3492
46,4950
84,5193
63,4609
60,4951
87,4202
53,4120
87,5414
62,4653
86,4489
60,5012
57,5115
32,3328
33,3529
18,1507
85,5322
41,4506
93,4529
44,5101
40,4110
68,5006
25,3720
69,5278
62,5298
31,3455
42,4038
29,3174
70,5402
91,5642
43,5036
28,3290
52,4602
27,3178
19,2625
69,4736
49,4384
73,3900
28,2880
35,4726
38,3701
72,5583
53,4341
66,4930
63,4844
68,5210
65,4778
18,2702
22,2543
56,4522
69,5189
37,3238
27,2578
64,4506
71,4481
53,4170
43,4250
69,4277
62,4963
58,4396
47,4443
40,3795
43,3713
39,3364
56,4153
25,3049
41,4499
36,3716
66,5655
49,3950
47,4167
66,4859
70,5204
75,5672
38,3560
65,5610
64,5374
48,4805
45,4764
48,4550
39,3760
78,5218
42,4291
22,2936
35,3383
44,3984
37,3634
54,4406
49,4297
43,4112
61,5121
39,4504
45,3784
19,2818
86,5287
44,3531
24,1635
33,3503
82,5369
54,4777
63,4719
82,5000
61,4479
45,3477
63,5334
43,4234
59,4461
72,5265
37,4581
62,4647
78,4504
59,4230
23,2162
20,2236
19,2698
61,5461
23,3034
68,4601
69,4944
85,4622
24,2265
25,3478
74,4685
56,3523
61,4789
76,5182
18,2311
54,4508
25,2727
41,4348
59,4784
21,2573
64,4880
57,5110
54,4489
35,3832
50,5020
89,5581
60,4978
86,5199
41,4731
49,3902
71,4022
40,3424
42,4340
22,1598
23,2027
25,2093
67,4738
59,4033
56,4846
66,5299
55,4683
19,2546
20,1987
48,4245
22,1892
28,3260
77,4721
30,3552
26,2513
77,5458
50,4622
35,4085
64,5328
36,3866
24,2434
89,5233
74,5387
45,4468
49,3294
69,4212
39,3107
32,3379
43,4380
21,2892
57,4376
43,3858
28,1579
51,4579
36,3824
50,4039
44,3990
34,3557
40,4092
64,4601
82,4898
45,3839
56,4333
60,5255
81,4746
30,2784
64,5027
66,4954
64,5445
32,3471
51,4018
59,4476
21,2533
56,3733
40,4619
19,2847
68,5255
57,4254
50,4584
50,4616
81,5301
49,4027
36,3486
64,4661
69,5306
51,4002
26,3433
58,4548
52,4363
33,3624
31,4186
82,5378
26,3494
60,5100
80,4157
24,2341
19,2317
20,2341
23,1925
38,4129
31,3441
38,3803
83,4631
31,3550
20,2421
87,5645
22,2193
61,4734
59,4536
83,5308
27,2980
30,3530
58,5015
74,4588
68,5018
21,2630
89,4851
55,4131
57,3840
85,5013
68,4744
83,5440
76,5358
26,2367
31,3532
66,5748
58,4435
80,5179
33,3253
38,4147
63,4819
32,2703
27,2654
89,5035
80,4279
75,5767
52,3194
36,3639
86,5010
36,3405
32,3717
70,5480
78,5413
59,4925
56,4246
70,4888
38,3006
53,4428
70,4369
39,3867
55,4697
54,4239
66,4249
34,3310
59,5115
20,3315
90,4910
28,2929
65,5484
29,3176
51,4165
69,4664
49,3998
70,4535
41,3558
34,2865
54,4474
45,4193
46,3341
78,4427
23,2421
30,3634
51,4159
88,5081
24,2622
27,2923
33,3487
49,3955
20,2024
42,4290
63,4858
54,5130
65,5173
28,2318
44,4076
40,4570
50,4339
18,2907
32,3853
37,3729
54,4402
61,4739
51,4306
49,4105
29,2955
35,3454
85,5540
31,2957
45,4102
